"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",2.86049680478755,1.91798120486937,4.42333499450276,6.09528941681232,4.30430439227174,2.26644131600289,3.01640963009063,7.9621516588858,0.928366435051057,2.06802729906406,0.936643258556815,28.7175340278242,0.924215530602567,4.22421317812006,2.10000130024519,3.76558141704522,7.37545021101409,2.44628278522405,2.26024065711828,3.96198203728756,0.950310281303717
"2",2.78585652506857,1.91409416384314,4.3547831759876,6.84699999762449,4.42203087479563,1.18757027372759,3.00786155427431,8.31873242679198,0.938788930327449,2.01307861152312,0.935577847971682,32.712906333707,0.914979855361743,5.18979263883845,2.08237092161418,4.33505151316337,8.7023931810371,2.44939178731464,2.56589701108555,3.80938090286889,0.833885165682372
"3",0.632520845690622,0.632325390349847,4.38432254439662,1.96612743993869,0.538749346610443,1.19527178930873,3.04461239359046,0.598219502321228,0.739165904063416,0.411952507164285,0.934837138602228,34.4839335795477,0.920045361131591,5.08851709021421,2.08920032174176,4.34104096716331,8.96366215401929,2.44236621356727,2.57338365875625,0.596731939286812,2.62778555550833
"4",3.72870533396683,1.91460015250252,0.635532156586852,6.75619635636693,0.624396084404187,2.31596202806638,0.59274701540024,7.8846909432634,2.46127321889713,0.946708699658528,0.934270776400601,62.5950012227966,0.923381262762777,4.38202600799386,0.497345992987688,3.7345942169148,7.68916843709361,2.42677753704504,2.22711980769265,0.710163141518746,0.950755750248244
"5",3.5938696965279,2.83104860311594,4.39551048633718,6.95767998623667,2.02765884202757,1.9849231519899,3.05400388697689,9.05332378010544,1.13262200416759,2.41368288121429,0.928241556769608,30.8966777089253,0.920049123282233,5.06318489080003,2.06580901725573,4.38864811459568,9.02974794278655,2.40424895948995,2.58826095906152,4.86097676469196,0.956542214890198
"6",3.72138207608455,2.89322110736056,4.36477823249182,6.20491371580005,4.01518506507517,1.94633677636209,3.02283149015564,8.04278857621352,0.944658840831886,2.41457290902263,3.65981207693992,0.623304351185302,0.804742882007024,0.939396768313468,0.504420251627025,3.78857773991799,1.29592262994076,2.4187414111147,2.26178861996388,0.592209755845192,0.832693247047944
"7",0.411254166233454,0.63593082716437,4.40180995265457,0.707945023175997,0.537262478514592,2.30165041900274,3.05648074015261,0.958822111014712,0.736054767856317,0.563644100905028,0.823551434520186,0.62387876679459,0.919601324630796,0.929423363706804,1.80271628735099,0.376932873339731,0.286080714567454,2.421333110348,0.705659473689243,0.717085993570868,0.952492284841964
"8",0.407979474549752,0.633233500841945,4.37266623483772,0.713362415931095,0.537919637400394,1.18785243920709,3.04722305300244,0.42551127954144,0.735441916100828,2.42255419398925,0.935338491602841,0.469794067922632,27.3319030753859,0.715626363570714,2.09450235328365,0.377002691878631,0.940338654061911,2.38730227509433,0.710395744611739,1.90026581590479,2.77568989820836
"9",1.40980012283335,0.789939065057049,0.373416701216989,0.372765046002206,1.42673098881849,0.612408509371653,0.951723346475212,1.51504569663182,1.1942522579592,3.96017867353399,0.933638388510025,0.986893121836126,0.926034679211893,1.24991513378879,0.92870143854499,0.521367368447575,0.544232370357635,0.362438212194482,3.93785575609667,0.713198895002398,0.950891641117886
"10",0.545542599431145,0.952884834937507,0.470366581209759,1.28303499821064,0.674888752309631,3.65915786882771,4.87375265034065,0.942853421216834,1.15075024360296,1.55361211660201,0.935545207003293,0.627004097442346,0.919972467677881,0.951431090499273,2.98585319083015,0.602284191032189,2.05647427988072,2.43076945986253,0.951475557874238,0.712219752811258,0.951875061945781
"11",0.541567660638465,5.10699517940772,1.95341732708807,0.372142659868728,0.670564020852845,1.64758192798365,1.46407432769125,0.933317175741042,1.1455425314409,4.46890672332108,0.937026587763054,0.629018210050739,0.924377009474476,44.5216903512087,6.29405838660522,10.447200991577,2.13191859626284,2.44364052708059,0.955656594120389,0.706981997220122,0.955815221414045
"12",0.545049013240686,0.949636376636631,1.42552459826384,0.370561726360577,0.6767749653683,1.62936792884407,0.930980498780948,0.93660070236733,1.20777305616625,0.943904181816097,0.934371660222889,0.624628678925721,0.923253977571173,1.23864130169736,0.933803774985555,0.514721463927256,0.54691176536218,0.363442580785882,0.633163733372841,0.719325763276806,0.955949317824058
"13",0.547770127888533,0.952894507156274,8.79107542006688,1.27114430972971,0.670630260140875,0.60710929671376,0.951156486332493,3.67809980361189,1.13806293617165,0.938356500937484,0.934424656049201,0.627331254883684,0.923962639881499,6.76094793409794,3.01975143368236,2.31242062986645,0.546653204138864,0.36171926781444,0.639402895296183,1.9046730565678,1.87007709265921
"14",0.539875729770712,0.961973038979548,1.42320532799288,0.308123530036744,0.673457256169249,1.19065863708555,0.949322904075802,0.693721175195006,1.19613397463819,0.948589832209205,0.936684547411252,0.626960379986032,0.913980777846869,1.22717687546363,0.93841398013648,0.612155236097566,0.543612155976864,0.360531772305023,0.621262796112032,0.710630611729529,0.951843921892593
"15",0.547130808978166,0.944392536205054,0.465362421597499,1.28269261060887,0.671799916259738,3.57354912795703,4.788176541467,0.934966841531487,1.47916836711086,1.54597960251786,0.933839393341566,0.626946438006236,0.922275338692108,0.931698255383438,3.0142968344612,0.521581085293751,2.06173854540738,3.2648325425724,1.27760329704121,0.708704060073929,0.948496295300064
"16",1.40189838006464,0.943801950304939,0.47060417227722,0.305430900180808,1.4650745507743,0.607206724761437,0.935027319729635,1.52740079208484,0.942406530885016,3.9794600447787,0.930413405587996,0.922409417312634,0.924412434204882,0.932044773588301,0.720334462332172,0.521746063429266,0.44521872990506,0.299330362754863,3.85701952633513,0.711875109524167,0.951458175465626
